iter	MultiClass
750	0.1583642119
751	0.1582912303
752	0.1582064236
753	0.1581512761
754	0.158024216
755	0.1578972483
756	0.1578440812
757	0.1577297702
758	0.1576907478
759	0.1576637797
760	0.1575783398
761	0.1574992358
762	0.1574056824
763	0.1573663182
764	0.1572311876
765	0.157142759
766	0.1570986717
767	0.1570533169
768	0.1569896349
769	0.1569220138
770	0.1568472782
771	0.1567991032
772	0.1567571188
773	0.1566783056
774	0.1565806258
775	0.1565088685
776	0.1564531084
777	0.1563713191
778	0.1562910793
779	0.1562571269
780	0.1562088333
781	0.1561273181
782	0.1560403836
783	0.1560059668
784	0.1559430551
785	0.155850929
786	0.1557987075
787	0.1557089286
788	0.1556399987
789	0.1555630837
790	0.1554930501
791	0.1554439906
792	0.1553977136
793	0.1553225418
794	0.1552288682
795	0.1551649563
796	0.1551126965
797	0.1550281423
798	0.1549500802
799	0.1549148865
800	0.1548374531
801	0.1548051907
802	0.154690922
803	0.1546322412
804	0.1545533112
805	0.1544602444
806	0.1544049342
807	0.1543053001
808	0.1542413446
809	0.1541915638
810	0.1541266556
811	0.1540715721
812	0.1539889063
813	0.1538613032
814	0.1537845783
815	0.1537360028
816	0.1536538656
817	0.1536097602
818	0.1535225483
819	0.1534209042
820	0.1533603629
821	0.1533023937
822	0.1532132546
823	0.1531316584
824	0.1530498097
825	0.1530123876
826	0.1528933405
827	0.1528447926
828	0.1527894746
829	0.1527195653
830	0.1526522251
831	0.1525889332
832	0.1524635736
833	0.1523564807
834	0.1523017078
835	0.1522156964
836	0.1521479993
837	0.1520424631
838	0.1519287132
839	0.1518915661
840	0.1518528
841	0.1517650219
842	0.1516766959
843	0.1516018192
844	0.1515420705
845	0.1514916627
846	0.1514394297
847	0.1513711349
848	0.1513225341
849	0.1512765948
850	0.151206573
851	0.1511209931
852	0.1510735249
853	0.1509949564
854	0.1509448067
855	0.1508982375
856	0.1508196744
857	0.1507606716
858	0.150677336
859	0.1506442149
860	0.1505913448
861	0.1505642894
862	0.1505036355
863	0.1504355924
864	0.1503747784
865	0.1503259136
866	0.1502186757
867	0.150114812
868	0.1500423246
869	0.1499318631
870	0.1498787889
871	0.1497876152
872	0.1497389702
873	0.1496304138
874	0.1495783453
875	0.1494747774
876	0.1494169367
877	0.149324315
878	0.1492816778
879	0.1492248726
880	0.1491942229
881	0.1491180852
882	0.1490385818
883	0.1489549138
884	0.1488861288
885	0.1488191065
886	0.1487687479
887	0.1486732635
888	0.1485774876
889	0.1485273568
890	0.148430198
891	0.1483331211
892	0.1482299807
893	0.1481673489
894	0.1480669125
895	0.1480004948
896	0.1479203378
897	0.1478940616
898	0.1478418055
899	0.1477963136
900	0.1476878033
901	0.1476147904
902	0.1475364743
903	0.1474370839
904	0.1473812145
905	0.1473289816
906	0.1472391653
907	0.1471637777
908	0.1471410835
909	0.1470980911
910	0.1470299933
911	0.1469876433
912	0.1469310295
913	0.1468589488
914	0.1468084816
915	0.1467705832
916	0.1467005964
917	0.1466103258
918	0.1465411679
919	0.1464951981
920	0.1464477745
921	0.1463810381
922	0.1463245856
923	0.1462757307
924	0.1462129058
925	0.1461687109
926	0.1460499591
927	0.1459582063
928	0.1458642426
929	0.1458256165
930	0.1457579742
931	0.145686766
932	0.145641841
933	0.1456137631
934	0.145555951
935	0.1454671214
936	0.1453927989
937	0.1453455557
938	0.145300085
939	0.1452565746
940	0.1451703629
941	0.1451182154
942	0.1450931335
943	0.1449874885
944	0.144924476
945	0.1448719483
946	0.1448208542
947	0.1447736467
948	0.1447187785
949	0.1446459594
950	0.1445801857
951	0.1444813288
952	0.144419087
953	0.1443067748
954	0.1442274048
955	0.1441552953
956	0.1440905689
957	0.1439568063
958	0.1438714559
959	0.143816558
960	0.1437587308
961	0.1436680258
962	0.1436052802
963	0.1435628761
964	0.1435131934
965	0.1434244606
966	0.1433749549
967	0.1433070205
968	0.143272399
969	0.1431868142
970	0.1431238315
971	0.1430649775
972	0.1430067777
973	0.1429410037
974	0.1428808127
975	0.1428043666
976	0.142754239
977	0.1426593739
978	0.1425587867
979	0.1424873719
980	0.142448666
981	0.1423905214
982	0.1422940252
983	0.142212182
